Id,Label,timeset,pageranks,modularity_class,componentnumber,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Degree
n712,seneng,,0.000388,3,0,0,0,10,0.228775,0.246276,0,1
n713,siapin,,0.000423,3,0,0,0,10,0.193961,0.206345,0,1
n714,smp,,0.000737,3,0,0,0,9,0.230747,0.249742,319.785714,2
n715,st,,0.001041,42,65,0,0,1,1,1,0,1
n716,stasiun,,0.000545,3,0,0,0,11,0.176561,0.185446,0,1
n717,terhormat,,0.000432,3,0,0,0,9,0.213337,0.228323,0,1
n718,terpaksa,,0.000393,3,0,0,0,9,0.217497,0.23366,0,1
n719,update,,0.001041,43,66,0,0,1,1,1,0,1
n720,wifi,,0.001041,44,67,0,0,1,1,1,0,1
n721,zona,,0.001041,45,68,0,0,1,1,1,0,1
n722,perah,,0.001041,46,2,0,0,1,1,1,0,1
n723,sosial,,0.000506,18,0,0,0,12,0.151424,0.158004,0,1
n724,keberanian,,0.000485,5,0,0,0,11,0.161667,0.170086,0,1
n725,bird,,0.001041,47,4,0,0,1,1,1,0,1
n726,nafkah,,0.000441,3,0,0,0,10,0.191282,0.201884,0,1
n727,pencapaian,,0.00073,8,3,0,0,3,0.5,0.611111,0,1
n728,habis,,0.000444,3,0,0,0,10,0.183291,0.195667,0,1
n729,maju,,0.000648,3,0,1,1,9,0.275,0.304454,0,2
n730,soeharto,,0.000422,0,0,0,0,11,0.179281,0.190912,0,1
n731,bangsanya,,0.00044,4,0,0,0,10,0.215976,0.232464,0,1
n732,sejahtera,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n733,seindah,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n734,nurani,,0.00041,7,0,0,0,9,0.223864,0.239794,0,1
n735,binatang,,0.00044,3,0,0,0,10,0.188144,0.198901,0,1
n736,macetan,,0.000516,0,0,0,0,10,0.182293,0.191969,0,1
n737,akal,,0.00043,19,0,0,0,10,0.206692,0.220985,0,1
n738,pangkalan,,0.000387,0,0,0,0,9,0.243851,0.264018,0,1
n739,gede,,0.000692,3,0,0,0,9,0.229954,0.248207,7.063131,2
n740,impor,,0.000586,3,0,0,0,11,0.143521,0.149197,0,1
n741,fourthousand,,0.000405,3,0,0,0,9,0.228645,0.24652,0,1
n742,ceritain,,0.001041,48,6,0,0,1,1,1,0,1
n743,istri,,0.00044,4,0,0,0,10,0.215976,0.232464,0,1
n744,langit,,0.000467,0,0,0,0,9,0.217438,0.233098,0,1
n745,disu,,0.000457,1,0,0,0,10,0.20005,0.211643,0,1
n746,dengannya,,0.000591,5,0,0,0,12,0.139241,0.145007,0,1
n747,penyelamat,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n748,ciledug,,0.00073,49,7,0,0,3,0.5,0.611111,0,1
n749,meniru,,0.000584,6,0,0,0,12,0.143958,0.150829,0,1
n750,pencitraan,,0.000784,0,0,0,0,10,0.213791,0.228897,189.48082,2
n751,takuti,,0.000624,7,0,0,0,12,0.134348,0.139055,0,1
n752,menyampai,,0.000542,0,0,0,0,11,0.162682,0.170291,0,1
n753,stres,,0.000595,19,0,0,0,13,0.131424,0.136384,0,1
n754,berjalanannya,,0.000587,0,0,0,0,11,0.151997,0.158304,0,1
n755,perbuatan,,0.000573,3,0,0,0,11,0.164921,0.17169,0,1
n756,berkeras,,0.000496,6,0,0,0,10,0.173322,0.181262,0,1
n757,emas,,0.000573,5,0,0,0,12,0.154542,0.160835,0,1
n758,kamar,,0.000505,3,0,0,0,10,0.21311,0.227008,0,1
n759,keren,,0.000394,1,0,0,0,10,0.208951,0.222748,0,1
n760,perbaikan,,0.000605,5,0,0,0,13,0.132749,0.137443,0,1
n761,ol,,0.000387,0,0,0,0,9,0.243851,0.264018,0,1
n762,massal,,0.000405,7,0,0,0,9,0.230813,0.249838,0,1
n763,ngobrol,,0.001041,50,9,0,0,1,1,1,0,1
n764,tip,,0.000412,0,0,0,0,9,0.222746,0.239864,0,1
n765,lokal,,0.000387,0,0,0,0,9,0.243851,0.264018,0,1
n766,taxol,,0.000626,3,0,1,1,8,0.273781,0.304987,0,2
n767,berkah,,0.000575,40,0,0,0,13,0.118419,0.123419,0,1
n768,kemana,,0.000505,3,0,0,0,10,0.177067,0.186419,0,1
n769,gojeknya,,0.000379,3,0,0,0,9,0.229625,0.247368,0,1
n770,ditawar,,0.00046,18,0,0,0,11,0.178286,0.188237,0,1
n771,lampung,,0.000602,7,0,0,0,11,0.151653,0.157568,0,1
n772,menindas,,0.000415,4,0,0,0,9,0.2191,0.235696,0,1
n773,menjajah,,0.000652,4,0,1,1,8,0.271835,0.303423,0,2
n774,basi,,0.001041,51,13,0,0,1,1,1,0,1
n775,pulsa,,0.000698,3,0,1,1,10,0.198468,0.213951,0,2
n776,adil,,0.000509,5,0,0,0,11,0.167711,0.177576,0,1
n777,komplain,,0.000847,3,0,0,0,9,0.224239,0.241141,802,2
n778,alasannya,,0.000654,7,0,0,0,14,0.112813,0.116247,0,1
n779,terpecah,,0.00042,4,0,0,0,10,0.190555,0.20223,0,1
n780,berkala,,0.001041,52,14,0,0,1,1,1,0,1
n781,diambil,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n782,jalanan,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n783,ngeluh,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n784,ny,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n785,poin,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n786,perak,,0.000574,3,0,0,0,11,0.159769,0.166956,0,1
n787,ditutup,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n788,cash,,0.000945,3,0,0.666667,2,8,0.245716,0.267251,63.652829,3
n789,kewajiban,,0.001041,53,15,0,0,1,1,1,0,1
n790,maklum,,0.001041,54,16,0,0,1,1,1,0,1
n791,follback,,0.000546,4,0,0,0,12,0.162222,0.17018,0,1
n792,mca,,0.000435,0,0,0,0,10,0.196429,0.207358,0,1
n793,dana,,0.001518,55,18,0,0,1,1,1,1,2
n794,karyawan,,0.000491,5,0,0,0,11,0.171581,0.181749,0,1
n795,romusha,,0.000446,3,0,0,0,10,0.217027,0.23311,0,1
n796,pilu,,0.000802,2,1,0,0,2,0.666667,0.75,0,1
n797,bae,,0.001041,56,19,0,0,1,1,1,0,1
n798,ketentuan,,0.00055,18,0,0,0,12,0.151395,0.157797,0,1
n799,ketidakadilan,,0.001041,57,20,0,0,1,1,1,0,1
n800,kulitnya,,0.000802,12,17,0,0,2,0.666667,0.75,0,1
n801,siang,,0.00051,3,0,0,0,10,0.186918,0.19687,0,1
n802,ricuh,,0.000507,7,0,0,0,10,0.203911,0.215534,0,1
n803,asing,,0.001041,58,21,0,0,1,1,1,0,1
n804,kedepan,,0.001041,59,22,0,0,1,1,1,0,1
n805,ironis,,0.000405,3,0,0,0,9,0.229298,0.247388,0,1
n806,tanggung,,0.000429,3,0,0,0,9,0.218563,0.235801,0,1
n807,pelayanan,,0.000378,3,0,0,0,9,0.233634,0.252896,0,1
n808,bentrok,,0.000394,7,0,0,0,9,0.255895,0.278394,0,1
n809,kuningan,,0.000394,7,0,0,0,9,0.255895,0.278394,0,1
n810,diliatin,,0.00044,19,0,0,0,10,0.191555,0.204107,0,1
n811,fiftyfive,,0.000431,3,0,0,0,9,0.219519,0.236178,0,1
n812,hancur,,0.000431,3,0,0,0,9,0.219519,0.236178,0,1
n813,umkm,,0.00057,7,0,0,0,11,0.155109,0.161579,0,1
n814,modalnya,,0.000434,18,0,0,0,10,0.206533,0.21929,0,1
n815,thirtyfive,,0.000407,3,0,0,0,9,0.227414,0.245039,0,1
n816,mental,,0.001041,60,23,0,0,1,1,1,0,1
n817,onethousandthreehundred,,0.000405,3,0,0,0,9,0.228645,0.24652,0,1
n818,istana,,0.000934,7,0,0,0,10,0.204534,0.217182,2400,2
n819,sore,,0.000468,4,0,0,0,11,0.189387,0.19948,0,1
n820,mena,,0.000421,3,0,0,0,10,0.194008,0.204609,0,1
n821,manfaat,,0.000412,0,0,0,0,10,0.219579,0.234236,0,1
n822,bola,,0.001041,61,24,0,0,1,1,1,0,1
n823,cinta,,0.001041,62,25,0,0,1,1,1,0,1
n824,batas,,0.000381,3,0,0,0,9,0.254275,0.27769,0,1
n825,potong,,0.000381,3,0,0,0,9,0.254275,0.27769,0,1
n826,ride,,0.000381,3,0,0,0,9,0.254275,0.27769,0,1
n827,segitu,,0.000381,3,0,0,0,9,0.254275,0.27769,0,1
n828,sms,,0.000766,19,0,0,0,10,0.206162,0.219078,210.009524,2
n829,menang,,0.000407,3,0,0,0,9,0.214936,0.230513,0,1
n830,tombak,,0.001041,63,26,0,0,1,1,1,0,1
n831,hatinya,,0.00067,77,27,0,0,5,0.333333,0.436111,0,1
n832,ruko,,0.000605,3,0,0,0,12,0.133655,0.138695,0,1
n833,cubaan,,0.00059,40,0,0,0,13,0.118349,0.122942,0,1
n834,diperbolehkan,,0.000454,7,0,0,0,10,0.204378,0.216841,0,1
n835,pajak,,0.000393,3,0,0,0,9,0.221823,0.238687,0,1
n836,biru,,0.000532,1,0,0,0,11,0.167327,0.175286,0,1
n837,kesempatan,,0.000595,5,0,0,0,12,0.143444,0.149867,0,1
n838,pasangan,,0.00062,3,0,0,0,12,0.149758,0.155499,0,1
n839,berdasarkan,,0.000515,3,0,0,0,10,0.213224,0.22732,0,1
n840,tergantung,,0.000515,3,0,0,0,10,0.213224,0.22732,0,1
n841,anarkis,,0.000696,0,0,0,0,9,0.246017,0.266632,1058.035328,2
n842,kaos,,0.000549,1,0,0,0,11,0.166805,0.174006,0,1
n843,ijinnya,,0.000505,3,0,0,0,10,0.21311,0.227008,0,1
n844,demonstran,,0.001041,64,34,0,0,1,1,1,0,1
n845,parodi,,0.000579,3,0,0,0,11,0.175865,0.184192,0,1
n846,alternatif,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n847,bali,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n848,balikpapan,,0.001048,1,0,0,0,9,0.271101,0.30097,938.684685,3
n849,dihilangkan,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n850,dipukulin,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n851,hiraukan,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n852,tetangga,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n853,time,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n854,hiddink,,0.001041,65,35,0,0,1,1,1,0,1
n855,mea,,0.000624,3,0,0,0,13,0.125351,0.129806,0,1
n856,terkadang,,0.000464,19,0,0,0,10,0.214133,0.228667,0,1
n857,freeongkir,,0.001041,66,36,0,0,1,1,1,0,1
n858,pergilah,,0.000802,15,30,0,0,2,0.666667,0.75,0,1
n859,keras,,0.000446,3,0,0,0,10,0.217027,0.23311,0,1
n860,tid,,0.00054,5,0,0,0,12,0.151367,0.157608,0,1
n861,keterangan,,0.000651,19,0,0,0,14,0.115739,0.119452,0,1
n862,pengetahuan,,0.001041,67,37,0,0,1,1,1,0,1
n863,ehh,,0.000591,3,0,0,0,12,0.139944,0.145386,0,1
n864,lao,,0.00067,68,8,0,0,5,0.333333,0.436111,0,1
n865,tersangka,,0.000802,69,38,0,0,2,0.666667,0.75,0,1
n866,membutuhkan,,0.001041,70,39,0,0,1,1,1,0,1
n867,matian,,0.000802,16,33,0,0,2,0.666667,0.75,0,1
n868,sipil,,0.001041,71,40,0,0,1,1,1,0,1
n869,carakerjanya,,0.000517,5,0,0,0,11,0.174224,0.182646,0,1
n870,kerj,,0.000517,5,0,0,0,11,0.174224,0.182646,0,1
n871,kit,,0.000533,6,0,0,0,12,0.15342,0.160831,0,1
n872,kemacetan,,0.001041,72,41,0,0,1,1,1,0,1
n873,perhubungan,,0.00045,0,0,0,0,11,0.186138,0.196345,0,1
n874,shoes,,0.000802,20,42,0,0,2,0.666667,0.75,0,1
n875,memaafkan,,0.000522,3,0,0,0,11,0.178326,0.187383,0,1
n876,ramai,,0.000418,6,0,0,0,11,0.187136,0.197925,0,1
n877,sentimen,,0.001041,73,43,0,0,1,1,1,0,1
n878,memudahkan,,0.000394,7,0,0,0,9,0.255895,0.278394,0,1
n879,belaja,,0.000434,5,0,0,0,10,0.20075,0.21702,0,1
n880,cintai,,0.000434,5,0,0,0,10,0.20075,0.21702,0,1
n881,didirikan,,0.000472,7,0,0,0,11,0.168875,0.177813,0,1
n882,mundur,,0.001041,74,44,0,0,1,1,1,0,1
n883,betapa,,0.0007,75,29,0,0,4,0.4,0.520833,0,1
n884,setianya,,0.000456,19,0,0,0,10,0.188542,0.198398,0,1
n885,isu,,0.001041,76,45,0,0,1,1,1,0,1
n886,bertambah,,0.00046,7,0,0,0,10,0.215976,0.23035,0,1
n887,mulia,,0.000676,77,27,0,0,5,0.315789,0.422222,0,1
n888,zaman,,0.001041,78,46,0,0,1,1,1,0,1
n889,kuning,,0.00053,3,0,0,0,10,0.179481,0.189351,0,1
n890,golek,,0.001041,79,47,0,0,1,1,1,0,1
n891,cepat,,0.00047,6,0,0,0,10,0.19119,0.201807,0,1
n892,duration,,0.000519,7,0,0,0,11,0.181715,0.191201,0,1
n893,ngatur,,0.000925,3,0,0,0,11,0.166287,0.17521,802,2
n894,tempel,,0.000622,4,0,0,0,14,0.122708,0.12735,0,1
n895,pernyataan,,0.000505,3,0,0,0,10,0.21311,0.227008,0,1
n896,oknum,,0.001041,21,48,0,0,1,1,1,0,1
n897,otak,,0.000432,3,0,0,0,10,0.204586,0.217058,0,1
n898,becak,,0.000413,0,0,0,0,10,0.215686,0.230416,0,1
n899,mata,,0.000994,3,0,0,0,10,0.213337,0.228005,802,2
n900,tekno,,0.000432,7,0,0,0,10,0.188365,0.199103,0,1
n901,tempo,,0.000432,7,0,0,0,10,0.188365,0.199103,0,1
n902,articles,,0.000802,22,32,0,0,2,0.666667,0.75,0,1
n903,sd,,0.00044,4,0,0,0,10,0.215976,0.232464,0,1
n904,mogok,,0.000411,1,0,0,0,10,0.202013,0.215338,0,1
n905,indah,,0.000482,0,0,0,0,11,0.16845,0.17646,0,1
n906,organda,,0.001041,23,49,0,0,1,1,1,0,1
n907,opang,,0.000491,5,0,0,0,11,0.171581,0.181749,0,1
n908,aspirasinya,,0.000394,7,0,0,0,9,0.255895,0.278394,0,1
n909,semarang,,0.000394,7,0,0,0,9,0.255895,0.278394,0,1
n910,pkl,,0.000466,5,0,0,0,11,0.179964,0.190182,0,1
n911,bandung,,0.000999,7,0,0.333333,1,9,0.257951,0.28245,802,3
n912,terbatas,,0.000405,7,0,0,0,9,0.230813,0.249838,0,1
n913,kekecewaan,,0.000522,3,0,0,0,11,0.178326,0.187383,0,1
n914,keselamatan,,0.001041,24,50,0,0,1,1,1,0,1
n915,medan,,0.000932,1,0,0,0,10,0.218088,0.236397,27.722222,3
n916,depok,,0.001041,25,51,0,0,1,1,1,0,1
n917,gps,,0.000845,3,0,0,0,8,0.23377,0.252052,802,2
n918,motornya,,0.000466,5,0,0,0,11,0.162946,0.17185,0,1
n919,card,,0.001041,26,52,0,0,1,1,1,0,1
n920,bernasib,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n921,bilang,,0.000624,3,0,1,1,8,0.272851,0.304233,0,2
n922,diaplikasi,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n923,dihubungi,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n924,menjemput,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n925,tua,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n926,botol,,0.001041,27,53,0,0,1,1,1,0,1
n927,grabpay,,0.000457,3,0,0,0,9,0.189566,0.199361,0,1
n928,gocar,,0.001041,28,54,0,0,1,1,1,0,1
n929,khusus,,0.00073,39,10,0,0,3,0.5,0.611111,0,1
n930,cust,,0.001041,29,55,0,0,1,1,1,0,1
n931,lebat,,0.000583,0,0,0,0,11,0.154334,0.160966,0,1
n932,allah,,0.001041,30,56,0,0,1,1,1,0,1
n933,kaki,,0.000485,31,0,0,0,9,0.214936,0.230656,0,1
n934,wortel,,0.000485,31,0,0,0,9,0.214936,0.230656,0,1
n935,berbagi,,0.000412,0,0,0,0,9,0.222746,0.239864,0,1
n936,saran,,0.000412,0,0,0,0,9,0.222746,0.239864,0,1
n937,mamangnya,,0.000374,3,0,0,0,9,0.217556,0.234432,0,1
n938,gtu,,0.000446,3,0,0,0,10,0.21328,0.227382,0,1
n939,malem,,0.000518,0,0,0,0,12,0.14664,0.153342,0,1
n940,jalur,,0.00043,19,0,0,0,10,0.206692,0.220985,0,1
n941,klik,,0.00043,19,0,0,0,10,0.206692,0.220985,0,1
n942,penipuan,,0.001041,32,57,0,0,1,1,1,0,1
n943,makanan,,0.001012,3,0,0,0,10,0.167536,0.176539,802,2
n944,atik,,0.001041,34,59,0,0,1,1,1,0,1
n945,maya,,0.000394,7,0,0,0,9,0.255895,0.278394,0,1
n946,atribut,,0.000407,3,0,0,0,8,0.233634,0.251222,0,1
n947,voucher,,0.000407,3,0,0,0,8,0.233634,0.251222,0,1
n948,fivethousand,,0.00041,3,0,0,0,10,0.196621,0.20972,0,1
n949,login,,0.000802,35,60,0,0,2,0.666667,0.75,0,1
n950,rewards,,0.001041,36,61,0,0,1,1,1,0,1
n951,akun,,0.000676,68,8,0,0,5,0.315789,0.422222,0,1
n952,dimana,,0.001041,37,62,0,0,1,1,1,0,1
n953,tetep,,0.000446,3,0,0,0,9,0.216093,0.231587,0,1
n954,lancar,,0.000627,40,0,0,0,14,0.105923,0.109854,0,1
n955,kostan,,0.00046,3,0,0,0,10,0.182086,0.192729,0,1
n956,gopaynya,,0.001041,41,64,0,0,1,1,1,0,1
n957,waiting,,0.000468,7,0,0,0,10,0.190736,0.20179,0,1
n958,kebayoran,,0.001041,42,65,0,0,1,1,1,0,1
n959,normal,,0.000381,3,0,0,0,9,0.254275,0.27769,0,1
n960,menit,,0.000668,0,0,0,0,10,0.20075,0.217151,99.54909,2
n961,penjemputan,,0.000493,5,0,0,0,10,0.169053,0.176901,0,1
n962,ngaku,,0.000432,3,0,0,0,10,0.204586,0.217058,0,1
n963,terbaru,,0.001041,43,66,0,0,1,1,1,0,1
n964,gratis,,0.001041,44,67,0,0,1,1,1,0,1
n965,merah,,0.001041,45,68,0,0,1,1,1,0,1
